userName,score,at,content,content_casefold,cleaned,normalized,tokens,no_stopword,stemmed,unique,clean_final,preprocessed,Unigram,Bigram,Trigram
Albar Fahrezy,5,2025-10-29 03:37:41,game ini sangat lah menarik dan saya sangat menyukainya tapi akun saya pernah hilang jadi udah jarang main tapi game ini masih menjadi game terbaik saya sepanjang sejarah ayo download game ini (free fire)dan temukan teman mu di berbagai provinsi bahkan di luar negeri,game ini sangat lah menarik dan saya sangat menyukainya tapi akun saya pernah hilang jadi udah jarang main tapi game ini masih menjadi game terbaik saya sepanjang sejarah ayo download game ini (free fire)dan temukan teman mu di berbagai provinsi bahkan di luar negeri,game ini sangat lah menarik dan saya sangat menyukainya tapi akun saya pernah hilang jadi udah jarang main tapi game ini masih menjadi game terbaik saya sepanjang sejarah ayo download game ini free firedan temukan teman mu di berbagai provinsi bahkan di luar negeri,permainan ini sangat lah menarik dan saya sangat menyukainya tapi akun saya pernah hilang jadi udah jarang main tapi permainan ini masih menjadi permainan terbaik saya sepanjang sejarah ayo download permainan ini free firedan temukan teman mu di berbagai provinsi bahkan di luar negeri,"['permainan', 'ini', 'sangat', 'lah', 'menarik', 'dan', 'saya', 'sangat', 'menyukainya', 'tapi', 'akun', 'saya', 'pernah', 'hilang', 'jadi', 'udah', 'jarang', 'main', 'tapi', 'permainan', 'ini', 'masih', 'menjadi', 'permainan', 'terbaik', 'saya', 'sepanjang', 'sejarah', 'ayo', 'download', 'permainan', 'ini', 'free', 'firedan', 'temukan', 'teman', 'mu', 'di', 'berbagai', 'provinsi', 'bahkan', 'di', 'luar', 'negeri']","['permainan', 'sangat', 'menarik', 'sangat', 'menyukainya', 'pernah', 'jarang', 'permainan', 'menjadi', 'permainan', 'sepanjang', 'sejarah', 'ayo', 'permainan', 'free', 'firedan', 'temukan', 'berbagai', 'provinsi', 'bahkan', 'luar', 'negeri']","['main', 'sangat', 'tarik', 'sangat', 'suka', 'pernah', 'jarang', 'main', 'jadi', 'main', 'panjang', 'sejarah', 'ayo', 'main', 'free', 'firedan', 'temu', 'bagai', 'provinsi', 'bahkan', 'luar', 'negeri']","['main', 'sangat', 'tarik', 'suka', 'pernah', 'jarang', 'jadi', 'panjang', 'sejarah', 'ayo', 'free', 'firedan', 'temu', 'bagai', 'provinsi', 'bahkan', 'luar', 'negeri']","['main', 'sangat', 'tarik', 'suka', 'pernah', 'jarang', 'jadi', 'panjang', 'sejarah', 'ayo', 'free', 'firedan', 'temu', 'bagai', 'provinsi', 'bahkan', 'luar', 'negeri']",main sangat tarik suka pernah jarang jadi panjang sejarah ayo free firedan temu bagai provinsi bahkan luar negeri,"[('main',), ('sangat',), ('tarik',), ('suka',), ('pernah',), ('jarang',), ('jadi',), ('panjang',), ('sejarah',), ('ayo',), ('free',), ('firedan',), ('temu',), ('bagai',), ('provinsi',), ('bahkan',), ('luar',), ('negeri',)]","[('main', 'sangat'), ('sangat', 'tarik'), ('tarik', 'suka'), ('suka', 'pernah'), ('pernah', 'jarang'), ('jarang', 'jadi'), ('jadi', 'panjang'), ('panjang', 'sejarah'), ('sejarah', 'ayo'), ('ayo', 'free'), ('free', 'firedan'), ('firedan', 'temu'), ('temu', 'bagai'), ('bagai', 'provinsi'), ('provinsi', 'bahkan'), ('bahkan', 'luar'), ('luar', 'negeri')]","[('main', 'sangat', 'tarik'), ('sangat', 'tarik', 'suka'), ('tarik', 'suka', 'pernah'), ('suka', 'pernah', 'jarang'), ('pernah', 'jarang', 'jadi'), ('jarang', 'jadi', 'panjang'), ('jadi', 'panjang', 'sejarah'), ('panjang', 'sejarah', 'ayo'), ('sejarah', 'ayo', 'free'), ('ayo', 'free', 'firedan'), ('free', 'firedan', 'temu'), ('firedan', 'temu', 'bagai'), ('temu', 'bagai', 'provinsi'), ('bagai', 'provinsi', 'bahkan'), ('provinsi', 'bahkan', 'luar'), ('bahkan', 'luar', 'negeri')]"
Riko CandraA,4,2025-10-29 03:37:35,AKU EMANG UDAH LAMA MAIN INI GAME EPEP TAPI ADA ALASAN JUGA KENAPA AKU KASIH BINTANG 4 1 BUG DAMEGE JADI TOLONG GARENA SEBELUM LU COLLAB ATAU UPDATE TOLONG BUG INI ITU DI ILANGIN 2 BANYAK YG PAKE REGE ATAU BANYAK CITER JADI TOLONG UNTUK KEAMANAN NYA DI TINGKATKAN LAGI JADI TOLONG SEMUA KOMPLAIN YG SAYA BERIKAN TOLONG DI PERBAIKI UDAH SIH ITU AJA OHH IYA SATU LAGI TOLONG TEAM YG DI CS ITU SEIMBANG YA KARNA AKU SERING TEAM AKU BOT TAPI TEAM MUSUH JAGO ATAU TEAM AKU JAGO TAPI TEAM MUSUH BOT,aku emang udah lama main ini game epep tapi ada alasan juga kenapa aku kasih bintang 4 1 bug damege jadi tolong garena sebelum lu collab atau update tolong bug ini itu di ilangin 2 banyak yg pake rege atau banyak citer jadi tolong untuk keamanan nya di tingkatkan lagi jadi tolong semua komplain yg saya berikan tolong di perbaiki udah sih itu aja ohh iya satu lagi tolong team yg di cs itu seimbang ya karna aku sering team aku bot tapi team musuh jago atau team aku jago tapi team musuh bot,aku emang udah lama main ini game epep tapi ada alasan juga kenapa aku kasih bintang bug damege jadi tolong garena sebelum lu collab atau update tolong bug ini itu di ilangin banyak yg pake rege atau banyak citer jadi tolong untuk keamanan nya di tingkatkan lagi jadi tolong semua komplain yg saya berikan tolong di perbaiki udah sih itu aja ohh iya satu lagi tolong team yg di cs itu seimbang ya karna aku sering team aku bot tapi team musuh jago atau team aku jago tapi team musuh bot,aku emang udah lama main ini permainan epep tapi ada alasan juga kenapa aku kasih bintang bug damege jadi tolong garena sebelum lu collab atau update tolong bug ini itu di ilangin banyak yg pake rege atau banyak citer jadi tolong untuk keamanan nya di tingkatkan lagi jadi tolong semua komplain yg saya berikan tolong di perbaiki udah sih itu aja ohh iya satu lagi tolong team yg di cs itu seimbang ya karna aku sering team aku bot tapi team musuh jago atau team aku jago tapi team musuh bot,"['aku', 'emang', 'udah', 'lama', 'main', 'ini', 'permainan', 'epep', 'tapi', 'ada', 'alasan', 'juga', 'kenapa', 'aku', 'kasih', 'bintang', 'bug', 'damege', 'jadi', 'tolong', 'garena', 'sebelum', 'lu', 'collab', 'atau', 'update', 'tolong', 'bug', 'ini', 'itu', 'di', 'ilangin', 'banyak', 'yg', 'pake', 'rege', 'atau', 'banyak', 'citer', 'jadi', 'tolong', 'untuk', 'keamanan', 'nya', 'di', 'tingkatkan', 'lagi', 'jadi', 'tolong', 'semua', 'komplain', 'yg', 'saya', 'berikan', 'tolong', 'di', 'perbaiki', 'udah', 'sih', 'itu', 'aja', 'ohh', 'iya', 'satu', 'lagi', 'tolong', 'team', 'yg', 'di', 'cs', 'itu', 'seimbang', 'ya', 'karna', 'aku', 'sering', 'team', 'aku', 'bot', 'tapi', 'team', 'musuh', 'jago', 'atau', 'team', 'aku', 'jago', 'tapi', 'team', 'musuh', 'bot']","['emang', 'lama', 'permainan', 'epep', 'alasan', 'damege', 'garena', 'collab', 'ilangin', 'banyak', 'yg', 'rege', 'banyak', 'keamanan', 'tingkatkan', 'komplain', 'yg', 'berikan', 'perbaiki', 'ohh', 'iya', 'satu', 'team', 'yg', 'cs', 'seimbang', 'sering', 'team', 'bot', 'team', 'musuh', 'jago', 'team', 'jago', 'team', 'musuh', 'bot']","['emang', 'lama', 'main', 'epep', 'alas', 'damege', 'garena', 'collab', 'ilangin', 'banyak', 'yg', 'rege', 'banyak', 'aman', 'tingkat', 'komplain', 'yg', 'ikan', 'baik', 'ohh', 'iya', 'satu', 'team', 'yg', 'cs', 'imbang', 'sering', 'team', 'bot', 'team', 'musuh', 'jago', 'team', 'jago', 'team', 'musuh', 'bot']","['emang', 'lama', 'main', 'epep', 'alas', 'damege', 'garena', 'collab', 'ilangin', 'banyak', 'yg', 'rege', 'aman', 'tingkat', 'komplain', 'ikan', 'baik', 'ohh', 'iya', 'satu', 'team', 'cs', 'imbang', 'sering', 'bot', 'musuh', 'jago']","['emang', 'lama', 'main', 'epep', 'alas', 'damege', 'garena', 'collab', 'ilangin', 'banyak', 'rege', 'aman', 'tingkat', 'komplain', 'ikan', 'baik', 'ohh', 'iya', 'satu', 'team', 'imbang', 'sering', 'bot', 'musuh', 'jago']",emang lama main epep alas damege garena collab ilangin banyak rege aman tingkat komplain ikan baik ohh iya satu team imbang sering bot musuh jago,"[('emang',), ('lama',), ('main',), ('epep',), ('alas',), ('damege',), ('garena',), ('collab',), ('ilangin',), ('banyak',), ('rege',), ('aman',), ('tingkat',), ('komplain',), ('ikan',), ('baik',), ('ohh',), ('iya',), ('satu',), ('team',), ('imbang',), ('sering',), ('bot',), ('musuh',), ('jago',)]","[('emang', 'lama'), ('lama', 'main'), ('main', 'epep'), ('epep', 'alas'), ('alas', 'damege'), ('damege', 'garena'), ('garena', 'collab'), ('collab', 'ilangin'), ('ilangin', 'banyak'), ('banyak', 'rege'), ('rege', 'aman'), ('aman', 'tingkat'), ('tingkat', 'komplain'), ('komplain', 'ikan'), ('ikan', 'baik'), ('baik', 'ohh'), ('ohh', 'iya'), ('iya', 'satu'), ('satu', 'team'), ('team', 'imbang'), ('imbang', 'sering'), ('sering', 'bot'), ('bot', 'musuh'), ('musuh', 'jago')]","[('emang', 'lama', 'main'), ('lama', 'main', 'epep'), ('main', 'epep', 'alas'), ('epep', 'alas', 'damege'), ('alas', 'damege', 'garena'), ('damege', 'garena', 'collab'), ('garena', 'collab', 'ilangin'), ('collab', 'ilangin', 'banyak'), ('ilangin', 'banyak', 'rege'), ('banyak', 'rege', 'aman'), ('rege', 'aman', 'tingkat'), ('aman', 'tingkat', 'komplain'), ('tingkat', 'komplain', 'ikan'), ('komplain', 'ikan', 'baik'), ('ikan', 'baik', 'ohh'), ('baik', 'ohh', 'iya'), ('ohh', 'iya', 'satu'), ('iya', 'satu', 'team'), ('satu', 'team', 'imbang'), ('team', 'imbang', 'sering'), ('imbang', 'sering', 'bot'), ('sering', 'bot', 'musuh'), ('bot', 'musuh', 'jago')]"
Febriyansyah Febriyansyah,5,2025-10-29 03:37:17,enak sekali,enak sekali,enak sekali,enak sekali,"['enak', 'sekali']",['enak'],['enak'],['enak'],['enak'],enak,"[('enak',)]",[],[]
Kevin Seputra,5,2025-10-29 03:37:17,bagus dan enak sekali,bagus dan enak sekali,bagus dan enak sekali,bagus dan enak sekali,"['bagus', 'dan', 'enak', 'sekali']",['enak'],['enak'],['enak'],['enak'],enak,"[('enak',)]",[],[]
tri wahyu s,5,2025-10-29 03:36:54,ini sangat apik,ini sangat apik,ini sangat apik,ini sangat apik,"['ini', 'sangat', 'apik']","['sangat', 'apik']","['sangat', 'apik']","['sangat', 'apik']","['sangat', 'apik']",sangat apik,"[('sangat',), ('apik',)]","[('sangat', 'apik')]",[]
Gunawan Jepara,5,2025-10-29 03:36:53,aku kok gak bisa aupadet ff,aku kok gak bisa aupadet ff,aku kok gak bisa aupadet ff,aku kok gak bisa aupadet ff,"['aku', 'kok', 'gak', 'bisa', 'aupadet', 'ff']",['aupadet'],['aupadet'],['aupadet'],['aupadet'],aupadet,"[('aupadet',)]",[],[]
aryo saputra,5,2025-10-29 03:36:48,aku kasih rating 2 karena masih banyak bug termasuk bug jaringan wifi yg tiba tiba lag tolong yah garena di perbaiki lagi bug nya jangan sampai lag tiba tiba sekian terimakasih,aku kasih rating 2 karena masih banyak bug termasuk bug jaringan wifi yg tiba tiba lag tolong yah garena di perbaiki lagi bug nya jangan sampai lag tiba tiba sekian terimakasih,aku kasih rating karena masih banyak bug termasuk bug jaringan wifi yg tiba tiba lag tolong yah garena di perbaiki lagi bug nya jangan sampai lag tiba tiba sekian terimakasih,aku kasih rating karena masih banyak bug termasuk bug jaringan wifi yg tiba tiba lemot tolong yah garena di perbaiki lagi bug nya jangan sampai lemot tiba tiba sekian terimakasih,"['aku', 'kasih', 'rating', 'karena', 'masih', 'banyak', 'bug', 'termasuk', 'bug', 'jaringan', 'wifi', 'yg', 'tiba', 'tiba', 'lemot', 'tolong', 'yah', 'garena', 'di', 'perbaiki', 'lagi', 'bug', 'nya', 'jangan', 'sampai', 'lemot', 'tiba', 'tiba', 'sekian', 'terimakasih']","['rating', 'banyak', 'termasuk', 'yg', 'tiba', 'tiba', 'garena', 'perbaiki', 'jangan', 'tiba', 'tiba', 'sekian']","['rating', 'banyak', 'masuk', 'yg', 'tiba', 'tiba', 'garena', 'baik', 'jangan', 'tiba', 'tiba', 'sekian']","['rating', 'banyak', 'masuk', 'yg', 'tiba', 'garena', 'baik', 'jangan', 'sekian']","['rating', 'banyak', 'masuk', 'tiba', 'garena', 'baik', 'jangan', 'sekian']",rating banyak masuk tiba garena baik jangan sekian,"[('rating',), ('banyak',), ('masuk',), ('tiba',), ('garena',), ('baik',), ('jangan',), ('sekian',)]","[('rating', 'banyak'), ('banyak', 'masuk'), ('masuk', 'tiba'), ('tiba', 'garena'), ('garena', 'baik'), ('baik', 'jangan'), ('jangan', 'sekian')]","[('rating', 'banyak', 'masuk'), ('banyak', 'masuk', 'tiba'), ('masuk', 'tiba', 'garena'), ('tiba', 'garena', 'baik'), ('garena', 'baik', 'jangan'), ('baik', 'jangan', 'sekian')]"
Wesley Crimson,5,2025-10-29 03:36:47,Good game,good game,good game,good permainan,"['good', 'permainan']",['permainan'],['main'],['main'],['main'],main,"[('main',)]",[],[]
Silas Silas,5,2025-10-29 03:36:17,sangat menarik,sangat menarik,sangat menarik,sangat menarik,"['sangat', 'menarik']","['sangat', 'menarik']","['sangat', 'tarik']","['sangat', 'tarik']","['sangat', 'tarik']",sangat tarik,"[('sangat',), ('tarik',)]","[('sangat', 'tarik')]",[]
Arul Kuttu,5,2025-10-29 03:35:37,game nya bagus,game nya bagus,game nya bagus,permainan nya bagus,"['permainan', 'nya', 'bagus']",['permainan'],['main'],['main'],['main'],main,"[('main',)]",[],[]
Muhamad Aufar hirzi hidayat,5,2025-10-29 03:35:21,game ini sangat bagus dan mantap,game ini sangat bagus dan mantap,game ini sangat bagus dan mantap,permainan ini sangat bagus dan mantap,"['permainan', 'ini', 'sangat', 'bagus', 'dan', 'mantap']","['permainan', 'sangat']","['main', 'sangat']","['main', 'sangat']","['main', 'sangat']",main sangat,"[('main',), ('sangat',)]","[('main', 'sangat')]",[]
Syafanya,5,2025-10-29 03:35:19,"gemes ini sangat seru, apa lagi kita bisa dapat banyak teman","gemes ini sangat seru, apa lagi kita bisa dapat banyak teman",gemes ini sangat seru apa lagi kita bisa dapat banyak teman,gemes ini sangat seru apa lagi kita bisa dapat banyak teman,"['gemes', 'ini', 'sangat', 'seru', 'apa', 'lagi', 'kita', 'bisa', 'dapat', 'banyak', 'teman']","['gemes', 'sangat', 'seru', 'banyak']","['gemes', 'sangat', 'seru', 'banyak']","['gemes', 'sangat', 'seru', 'banyak']","['gemes', 'sangat', 'seru', 'banyak']",gemes sangat seru banyak,"[('gemes',), ('sangat',), ('seru',), ('banyak',)]","[('gemes', 'sangat'), ('sangat', 'seru'), ('seru', 'banyak')]","[('gemes', 'sangat', 'seru'), ('sangat', 'seru', 'banyak')]"
Syfa Ponsel,5,2025-10-29 03:34:32,bagus,bagus,bagus,bagus,['bagus'],[],[],[],[],,[],[],[]
Fayi Ramadan,5,2025-10-29 03:33:57,keren banget gem nyah cuman sayang ga ada pintu,keren banget gem nyah cuman sayang ga ada pintu,keren banget gem nyah cuman sayang ga ada pintu,keren banget permainan nyah cuman sayang ga ada pintu,"['keren', 'banget', 'permainan', 'nyah', 'cuman', 'sayang', 'ga', 'ada', 'pintu']","['permainan', 'nyah', 'cuman', 'sayang', 'pintu']","['main', 'nyah', 'cuman', 'sayang', 'pintu']","['main', 'nyah', 'cuman', 'sayang', 'pintu']","['main', 'nyah', 'cuman', 'sayang', 'pintu']",main nyah cuman sayang pintu,"[('main',), ('nyah',), ('cuman',), ('sayang',), ('pintu',)]","[('main', 'nyah'), ('nyah', 'cuman'), ('cuman', 'sayang'), ('sayang', 'pintu')]","[('main', 'nyah', 'cuman'), ('nyah', 'cuman', 'sayang'), ('cuman', 'sayang', 'pintu')]"
Azizah Marni,5,2025-10-29 03:33:44,menurut saya geme ini sangat baguss dan saya bisa mempelajari tentang perang,menurut saya geme ini sangat baguss dan saya bisa mempelajari tentang perang,menurut saya geme ini sangat baguss dan saya bisa mempelajari tentang perang,menurut saya permainan ini sangat baguss dan saya bisa mempelajari tentang perang,"['menurut', 'saya', 'permainan', 'ini', 'sangat', 'baguss', 'dan', 'saya', 'bisa', 'mempelajari', 'tentang', 'perang']","['permainan', 'sangat', 'mempelajari', 'perang']","['main', 'sangat', 'ajar', 'perang']","['main', 'sangat', 'ajar', 'perang']","['main', 'sangat', 'ajar', 'perang']",main sangat ajar perang,"[('main',), ('sangat',), ('ajar',), ('perang',)]","[('main', 'sangat'), ('sangat', 'ajar'), ('ajar', 'perang')]","[('main', 'sangat', 'ajar'), ('sangat', 'ajar', 'perang')]"
Septian Nurcahyo,5,2025-10-29 03:32:21,minta peak dulu,minta peak dulu,minta peak dulu,minta peak dulu,"['minta', 'peak', 'dulu']",['peak'],['peak'],['peak'],['peak'],peak,"[('peak',)]",[],[]
MUHAMMAD RIZKI,4,2025-10-29 03:27:03,Kasih rating 4 dulu karna kendala masih di jaringan tolong di bagusin yaaa Garena,kasih rating 4 dulu karna kendala masih di jaringan tolong di bagusin yaaa garena,kasih rating dulu karna kendala masih di jaringan tolong di bagusin yaaa garena,kasih rating dulu karna kendala masih di jaringan tolong di bagusin yaaa garena,"['kasih', 'rating', 'dulu', 'karna', 'kendala', 'masih', 'di', 'jaringan', 'tolong', 'di', 'bagusin', 'yaaa', 'garena']","['rating', 'kendala', 'bagusin', 'garena']","['rating', 'kendala', 'bagusin', 'garena']","['rating', 'kendala', 'bagusin', 'garena']","['rating', 'kendala', 'bagusin', 'garena']",rating kendala bagusin garena,"[('rating',), ('kendala',), ('bagusin',), ('garena',)]","[('rating', 'kendala'), ('kendala', 'bagusin'), ('bagusin', 'garena')]","[('rating', 'kendala', 'bagusin'), ('kendala', 'bagusin', 'garena')]"
hany sabrina,1,2025-10-29 03:19:53,banyak panel di cs rank minnn,banyak panel di cs rank minnn,banyak panel di cs rank minnn,banyak panel di cs rank minnn,"['banyak', 'panel', 'di', 'cs', 'rank', 'minnn']","['banyak', 'panel', 'cs', 'minnn']","['banyak', 'panel', 'cs', 'minnn']","['banyak', 'panel', 'cs', 'minnn']","['banyak', 'panel', 'min']",banyak panel min,"[('banyak',), ('panel',), ('min',)]","[('banyak', 'panel'), ('panel', 'min')]","[('banyak', 'panel', 'min')]"
Diam Kau,5,2025-10-29 03:11:44,santai kali bermain free fire .....,santai kali bermain free fire .....,santai kali bermain free fire,santai kali bermain free fire,"['santai', 'kali', 'bermain', 'free', 'fire']","['santai', 'kali', 'bermain', 'free', 'fire']","['santai', 'kali', 'main', 'free', 'fire']","['santai', 'kali', 'main', 'free', 'fire']","['santai', 'kali', 'main', 'free', 'fire']",santai kali main free fire,"[('santai',), ('kali',), ('main',), ('free',), ('fire',)]","[('santai', 'kali'), ('kali', 'main'), ('main', 'free'), ('free', 'fire')]","[('santai', 'kali', 'main'), ('kali', 'main', 'free'), ('main', 'free', 'fire')]"
Sahron,5,2025-10-29 03:11:22,bagus perfek,bagus perfek,bagus perfek,bagus perfek,"['bagus', 'perfek']",['perfek'],['perfek'],['perfek'],['perfek'],perfek,"[('perfek',)]",[],[]
Tristan Hidayat,5,2025-10-29 03:11:15,aku suka game aku beri rangting 5,aku suka game aku beri rangting 5,aku suka game aku beri rangting,aku suka permainan aku beri rangting,"['aku', 'suka', 'permainan', 'aku', 'beri', 'rangting']","['permainan', 'beri', 'rangting']","['main', 'beri', 'rangting']","['main', 'beri', 'rangting']","['main', 'beri', 'rangting']",main beri rangting,"[('main',), ('beri',), ('rangting',)]","[('main', 'beri'), ('beri', 'rangting')]","[('main', 'beri', 'rangting')]"
Celsi Nurzahara,1,2025-10-29 03:11:06,sangat pelit,sangat pelit,sangat pelit,sangat pelit,"['sangat', 'pelit']","['sangat', 'pelit']","['sangat', 'pelit']","['sangat', 'pelit']","['sangat', 'pelit']",sangat pelit,"[('sangat',), ('pelit',)]","[('sangat', 'pelit')]",[]
Oppo A,5,2025-10-29 03:11:00,ff maju,ff maju,ff maju,ff maju,"['ff', 'maju']",['maju'],['maju'],['maju'],['maju'],maju,"[('maju',)]",[],[]
Marsel Marsel to,5,2025-10-29 03:08:55,pihak,pihak,pihak,pihak,['pihak'],['pihak'],['pihak'],['pihak'],['pihak'],pihak,"[('pihak',)]",[],[]
Riswan Nst,5,2025-10-29 03:07:56,bagus,bagus,bagus,bagus,['bagus'],[],[],[],[],,[],[],[]
Bunda Zafranjoghazi,5,2025-10-29 03:07:20,seruuu,seruuu,seruuu,seruuu,['seruuu'],['seruuu'],['seruuu'],['seruuu'],['seru'],seru,"[('seru',)]",[],[]
Rarica Eva,5,2025-10-29 03:06:05,wwow,wwow,wwow,wwow,['wwow'],['wwow'],['wwow'],['wwow'],['wwow'],wwow,"[('wwow',)]",[],[]
Rizki 99,1,2025-10-29 03:05:10,Mending ff biasa,mending ff biasa,mending ff biasa,mending ff biasa,"['mending', 'ff', 'biasa']",['mending'],['mending'],['mending'],['mending'],mending,"[('mending',)]",[],[]
Adit kasep Banget,5,2025-10-29 03:04:32,menyenangkan untuk di mainkan,menyenangkan untuk di mainkan,menyenangkan untuk di mainkan,menyenangkan untuk di mainkan,"['menyenangkan', 'untuk', 'di', 'mainkan']","['menyenangkan', 'mainkan']","['senang', 'main']","['senang', 'main']","['senang', 'main']",senang main,"[('senang',), ('main',)]","[('senang', 'main')]",[]
Edi Tabliq,1,2025-10-29 03:03:19,masalahnya pada jaringan,masalahnya pada jaringan,masalahnya pada jaringan,masalahnya pada jaringan,"['masalahnya', 'pada', 'jaringan']",['masalahnya'],['masalah'],['masalah'],['masalah'],masalah,"[('masalah',)]",[],[]
frans fiktor,4,2025-10-29 02:59:24,Cfce,cfce,cfce,cfce,['cfce'],['cfce'],['cfce'],['cfce'],['cfce'],cfce,"[('cfce',)]",[],[]
Fahrul Keren,5,2025-10-29 02:50:47,seru sekali,seru sekali,seru sekali,seru sekali,"['seru', 'sekali']",['seru'],['seru'],['seru'],['seru'],seru,"[('seru',)]",[],[]
Wahyu Wahyudi,5,2025-10-29 02:28:52,keren,keren,keren,keren,['keren'],[],[],[],[],,[],[],[]
Jubaidi Kai,5,2025-10-29 02:28:04,switch yang tidak,switch yang tidak,switch yang tidak,switch yang tidak,"['switch', 'yang', 'tidak']",['switch'],['switch'],['switch'],['switch'],switch,"[('switch',)]",[],[]
Evin Evin,1,2025-10-29 02:15:56,Gem rusak banyak bak nya gem ga jelas,gem rusak banyak bak nya gem ga jelas,gem rusak banyak bak nya gem ga jelas,permainan rusak banyak bak nya permainan ga jelas,"['permainan', 'rusak', 'banyak', 'bak', 'nya', 'permainan', 'ga', 'jelas']","['permainan', 'banyak', 'bak', 'permainan', 'jelas']","['main', 'banyak', 'bak', 'main', 'jelas']","['main', 'banyak', 'bak', 'jelas']","['main', 'banyak', 'bak', 'jelas']",main banyak bak jelas,"[('main',), ('banyak',), ('bak',), ('jelas',)]","[('main', 'banyak'), ('banyak', 'bak'), ('bak', 'jelas')]","[('main', 'banyak', 'bak'), ('banyak', 'bak', 'jelas')]"
Jea Nine,1,2025-10-29 02:08:46,"tolong dong min kualitas jaringannya di perbaiki, stiap ad musuh jdi ngebug trusss","tolong dong min kualitas jaringannya di perbaiki, stiap ad musuh jdi ngebug trusss",tolong dong min kualitas jaringannya di perbaiki stiap ad musuh jdi ngebug trusss,tolong dong min kualitas jaringannya di perbaiki stiap ad musuh jdi ngebug trusss,"['tolong', 'dong', 'min', 'kualitas', 'jaringannya', 'di', 'perbaiki', 'stiap', 'ad', 'musuh', 'jdi', 'ngebug', 'trusss']","['kualitas', 'jaringannya', 'perbaiki', 'stiap', 'ad', 'musuh', 'jdi', 'ngebug', 'trusss']","['kualitas', 'jaring', 'baik', 'stiap', 'ad', 'musuh', 'jdi', 'ngebug', 'trusss']","['kualitas', 'jaring', 'baik', 'stiap', 'ad', 'musuh', 'jdi', 'ngebug', 'trusss']","['kualitas', 'jaring', 'baik', 'stiap', 'musuh', 'jdi', 'ngebug', 'trus']",kualitas jaring baik stiap musuh jdi ngebug trus,"[('kualitas',), ('jaring',), ('baik',), ('stiap',), ('musuh',), ('jdi',), ('ngebug',), ('trus',)]","[('kualitas', 'jaring'), ('jaring', 'baik'), ('baik', 'stiap'), ('stiap', 'musuh'), ('musuh', 'jdi'), ('jdi', 'ngebug'), ('ngebug', 'trus')]","[('kualitas', 'jaring', 'baik'), ('jaring', 'baik', 'stiap'), ('baik', 'stiap', 'musuh'), ('stiap', 'musuh', 'jdi'), ('musuh', 'jdi', 'ngebug'), ('jdi', 'ngebug', 'trus')]"
