userName,score,at,content
Rezz Kemang,2,2025-09-30 07:47:13,sAnGAt. TIdaK ;boLwEH di DoWnloDe. kARENa. adA bOKeP Nya☠️☠️☠️💀💀👽👽
Susi Sitopu,5,2025-09-30 07:46:11,Karena gamenya bagus dan banyak eventnya keren tapi tolong kasih lebih banyak bundle gratisan yang langka ya Garena plisss gue palyer gratisan soalnya hehehe
Maria Alik salenda,4,2025-09-30 07:43:18,Ini bagus serta enak di main ka
Marsel,1,2025-09-30 07:42:22,game rusak jaringa bagus ngga biasah login gg
Rofiq Jabrik,5,2025-09-30 07:42:10,sangat bagus!!!!!ni game
Nesia Azzahra,5,2025-09-30 07:26:56,prime turn weee
Alfat Alfat,5,2025-09-30 07:25:12,Diamond
Dimas Sinaga,5,2025-09-30 07:23:49,Bagus tapi bagiku gk mslh sama dengan sifatnya yang sabar yo mending beli mobil ff.sekarang ada ifen baru SG Aurora gratis
Muhammad Rizki Arfiandi,1,2025-09-30 07:23:36,jelk
Ainsyah Mila,5,2025-09-30 07:23:09,Karena. hebat
Cendrawani,3,2025-09-30 07:19:09,"tolong, pihak Garena perbaiki lah sistem sinyal nya, tolong lah agar player ff senang, nyama, jadi tolong lah pihak Garena perbaiki sinyalnya, padahal jaringanya bagus lohh tapi sinyal nya 999+ tolong yah pihak Garena🥲😔"
Adittya Barus,5,2025-09-30 07:14:51,mantqp
Kevin raka Kevin,1,2025-09-30 07:13:35,Sya sangat suka dengan geme ini knp saya kasih bintang 1 kerena garena selalu apdet tolong garena jangan apdet lagi ya
Ardiansyah Saputra,5,2025-09-30 07:13:27,mantap
Arfan M,4,2025-09-30 06:52:25,kasih pencerahan dan support buat penggemar game free fayer
Hariyono 04,5,2025-09-30 06:49:25,min sg OPM keluarin
Hiras Tinambunan,5,2025-09-30 06:48:56,akun sultan DM 20000000000000 esge 50 bandel Leng kap baju celana tas sayap emot banyak
Wira Hardiansyah,2,2025-09-30 06:46:47,game burik kaku scope kedut kedut scope PNG perang spam glowal 😹😹
Name_,1,2025-09-30 06:45:42,itu saya sudah dekat wifi semua pakai itu semua semua geme lancar tapi ini beda padalan sinyal bagus tapi kayak ngelag cepetan diperbaiki Garena mau kalau tidak diperbaiki saya pensi loh
Dewi Maemunah,5,2025-09-30 06:43:04,bagus tapi sering ngeleg
"R, Sianipar",5,2025-09-30 06:34:56,gem yg paling aku suka
Deni Denisangalolo,5,2025-09-30 06:30:16,game apaan niii!!! kok bagus amattt🧢🧢
Rina Nose,1,2025-09-30 06:28:32,Garena as kasi musuh pro pro tapi tim nya gob
Golinho,5,2025-09-30 06:20:40,terima kasih untuk ff sadah menemaniku dari tahu 2013
decha,5,2025-09-30 06:13:54,menghibur untuk gakada kerjaan di rumah maupun diluar rumah
Sarifah Hasibuan,5,2025-09-30 06:12:28,aku game ini sangat enak dimainkan
Riki Danil,5,2025-09-30 06:07:44,mantap
Nabil Zulhakim,5,2025-09-30 05:58:00,"game seru, hoki"
botkilff,2,2025-09-30 05:54:40,seru sih tapi ada kaga ngotak jd aku hapus lagi nanti puasa aku download lagi
Akmal Lathif,5,2025-09-30 05:54:06,gem nya keren banget 😁😁😁😁😁
Kiki Najah saputra,5,2025-09-30 05:53:42,gg mang
irval roge,5,2025-09-30 05:50:50,aku mu esge riper
Naura Lestari,5,2025-09-30 05:47:19,aneh banget sih padahal sinyal bagus tapi eror terus 😭
Suriani Ani,5,2025-09-30 05:47:00,gamenya bagus lumayan
Xioami Ponsel,5,2025-09-30 05:46:55,ff memang terbaik
Alfin febri,5,2025-09-30 05:46:02,bagus banget gem nya
putra,5,2025-09-30 05:45:21,menyenangkan
Anca Susilo,4,2025-09-30 05:43:27,sangat memuaskan
Uut,1,2025-09-30 05:42:51,karena banyak orang Eropa pada bulan 🌒🌙 aku tidak bisa berangkat sekolah dikarnakan bepergian ke luar negeri yang bisa di kembangkan oleh bangsa lain di luar ruangan orang yang bisa di kembangkan
Firman Lele,5,2025-09-30 05:39:16,ff sangat seru
FF Natara,3,2025-09-30 05:36:28,tingkatkan grafik dan perhalus gerakan agar realistis
su Marisy,5,2025-09-30 05:31:22,sangat seru tolong kirimin dm dong
Aku Ganteng,5,2025-09-30 05:29:44,aku mau DM 253.0000000
Nadia1234,5,2025-09-30 05:29:38,bahagia
Ujang abdul,5,2025-09-30 05:26:08,sangat Seru👍👍👍👍
૨u,4,2025-09-30 05:20:53,Efek lari fist evo hilang
Jar Jar,5,2025-09-30 05:19:40,"aplikas ini keren, bisa main epep dan nonton bok ep secara bersamaan."
Putra Wijaya,5,2025-09-30 05:11:18,ff ini sangt bagus jadi kan lah saya anak garena
Fft Gghu,5,2025-09-30 05:10:11,game ini sangat seru
Julio Tamalowor,5,2025-09-30 05:06:36,saya mau diamon 10000
Lord Ucup,1,2025-09-30 05:05:10,sekarang free fire ga bisa onmik tolong perbaiki
Tr Tqra,1,2025-09-30 05:02:26,pas main ff nya tiba2 keluar2 sendiri padahal jaringan bagus penyimpanan masih banyak emang game rusak bagusan yg dulu
Yy Uu,3,2025-09-30 05:01:40,download nya lama ayo senggel Garena
Lena Len,5,2025-09-30 04:56:56,keren
Adam Saputra Ad,5,2025-09-30 04:55:30,game ini sangat bagus karena aku main dari kecil
Ahmad Rafi,5,2025-09-30 04:53:51,thank
Maat Samsudin,4,2025-09-30 04:48:54,GAME NYA SERU BANGET DAN GRAPIKNYA LUMAYAN TAPI TOLONG PERBAIKIK SEDIKIT YA MIMIN KARENA WAKTU AKU MAIN SOSIAL GA BISA ON MIC JADI PERBAIKI LAGI YA MIN
Rosyita Rosyita,5,2025-09-30 04:43:38,mainan ff emang seru
RIDZZ Modesad,5,2025-09-30 04:42:15,mantap
Akbar Abdullah,5,2025-09-30 04:39:38,p maksud
Muhammad Afgan,3,2025-09-30 04:38:47,gacor
Peristiwa Mahyuni,5,2025-09-30 04:34:47,"Semangat ya bikin game nya, oh iya Collab selanjutnya one piece boleh gak😁?"
Saipul Ipul,5,2025-09-30 04:34:19,we need old peak
Sen Chia,5,2025-09-30 04:27:22,Saya dari player mlbb ingin menyampaikan bahwa player ff banyak yg pindah ke ml truss menjelmah menjadi drak sistem main pou aj sna
Rudi atna,1,2025-09-30 04:21:29,"tolong perbaiki lagi sistem jaringan nya,jaringan bagus kok di ff nya mlh sinyal merah,trs pas udah kalah,sengaja kalah udah jls jls sinyal nya di jelekin,fd kok makin burik,kecewa Bert,tolong lah perbaiki lagi sistem jaringan nya"
Nur Fadilah,5,2025-09-30 04:20:56,game ini seru tapi gue perna pata hati gara gara akun gue ke ban permanen padahal aku tidak pernah pake app terlarang
Gilbert Tamalonggehe,5,2025-09-30 04:20:46,moga-moga ff makin maju
isma gsky,5,2025-09-30 04:17:20,seru banget🥰🥰🥰😘😘
Ani Afni,5,2025-09-30 04:16:57,seru
Faojan Faojan,5,2025-09-30 04:02:51,malas ngetik
Aminudin,5,2025-09-30 03:56:57,enak main game ini
Steven Riski,5,2025-09-30 03:52:09,bagus hd dan mendunia
Azkia Maharani,5,2025-09-30 03:39:45,seruuu bgt
Cahaya Sinaga,5,2025-09-30 03:34:06,aku suka permainan ini
Ahmad Fais,5,2025-09-30 03:25:06,Ahmad faez
Stengah Satu,1,2025-09-30 03:20:11,"game buriq, Maen CS dapet temen AFK Nilai tetap kurang tolol"
Ust Tohir,1,2025-09-30 03:17:30,"selalu dapat tim yang sangat lemah dan rentan afk, sangat merugikan pemain. matchmaking yang tidak login dan tidak seimbang. tolong Garena di perbaiki"
rahmat rahmat,5,2025-09-30 03:16:56,saya sangat senang bermain epep walaupun nga ad temen hehe
Azam Bazil,5,2025-09-30 03:04:13,aku pen di pop up.pinama Mimi. garena
Firaz Walahi,2,2025-09-30 03:04:06,game butut masa 4G aja nge lag pasti kebnyakan update nih makanya jadi begini malas banget deh 4G aja nge lag pdahal aku make wifi kok ngelag banget sih?
Abdul Rojak,5,2025-09-30 02:52:48,syu ges gw bakal kembali ke game ini tapi ga sekarang
Yellikusrifayanti,5,2025-09-30 02:50:17,ini adalah game yang disukai para manusia semuanya nggak mungkin ada yang nggak suka free fire karena free fire ini sangatlah Bagus coy ketika FF ini dihapus pasti kita akan banyak yang berhenti memegang HP karena nggak ada lagi game kesukaan kita coy
ika Ik,4,2025-09-30 02:39:04,faisal
Tegar Apri,3,2025-09-30 02:38:18,sulit di mengerti
Dian Restu,5,2025-09-30 02:35:17,gua pengen
Parta,5,2025-09-30 02:22:46,baguuss seruu bngt
NugrahaSF,5,2025-09-30 02:18:59,well lah pokok na mah
Rohim abdul,5,2025-09-30 02:15:03,mantap
Agiee Xenzff,5,2025-09-30 02:08:07,sangat sangat mantap
Asmiaty Halim,5,2025-09-30 02:05:35,gamenya seruuu bagett
Nor diana syakila,5,2025-09-30 02:03:45,aplikasinya sngat menghibur
Midi,5,2025-09-30 02:01:28,ok
Sartini Tini,5,2025-09-30 01:59:13,lucu
Khairul Aceh,1,2025-09-30 01:36:59,tiba tiba ketendang sendiri pas lgi di game
Raja rimba gumpang,5,2025-09-30 01:33:10,keren
gengan labu nyaman gengan labu nyaman,5,2025-09-30 01:32:48,mantap
Surip Zidan,1,2025-09-30 01:23:28,"gamenya rusak banget tiba tiba gue teleport sendiri padahal sinyal gue baik baik aja lo,ini game rusak hp bamget hape temen gue sama gue retk semua gara gara game ini jadi minta dukunganya jangan main game ini hame ini game haram lebih baik main bs gamenya realistis ngak kaya ff hu game haram jadi saya kasih bintang 1 hi gue punya kata kata buat game ini. lebih baik nyawa 1 daripada sudah mati masih bisa hidup mana pake toko hu game rusak game jelek jaram🤢🤮🤧"
Raihan Bom bom,5,2025-09-30 00:57:22,game yang cukup bagus tapi sering ngelag padahal jaringan bagus buka aplikasi lain nya juga bisa tapi kalau aplikasinya free fire langsung ngelag sengaja kasih bintang 5 supaya di baca dan di perbarui
RENDI JI RENDI,5,2025-09-30 00:35:11,bagus tapi boleh lh fps nya di tambahin untuk hp kentang
Rahma Fatha Rani,5,2025-09-30 00:32:07,gem ini sangat seru
Aldi Aldi,5,2025-09-30 00:31:12,bagus saya suka
Christian Natanael,1,2025-09-30 00:21:30,gak ada pintu
Afriel Yani,5,2025-09-30 00:02:42,bagus epik
Muhammad Azzam,5,2025-09-30 00:00:06,mantap
M. J 0.88 Indonesia,1,2025-09-29 23:55:37,game banyak cit nya tidak layak di mainkan. jangan download game ini.
Mhmmad Rival,5,2025-09-29 23:31:21,asek
Yuni Azahh,5,2025-09-29 23:19:04,seru bangett
Yulianti Towile,1,2025-09-29 22:57:52,Game Burik 8 Bit 🤣
Muhammad Rezky,5,2025-09-29 22:53:06,seru bangettttt
Zhiandru Azwa,5,2025-09-29 22:38:11,game nya bagus grafik nya bisa di atur jadi yang hp kentang bisa main apa lagi yg yang dulu cocok buat hp kentang
RYT _ 10,2,2025-09-29 22:08:52,makin hari makin males main ff masak mau masuk Mach making aja nunggu 3 menit ini gamenya mulai down server apa memang game nya burik...padahal saya pakai wifi dan saya coba memakai data seluler masih aja gk bisa masuk pertandingan...lama lama game ini kayak sapah...mendingan main game sebelah..males lama lama kalo kayak gini terus susah masuk pertandingan ..estimasi 25 sampai 3 menit nunggu masuk ini apa game apa antri berobat di klinik lama banget..
Sah Roni,5,2025-09-29 21:46:58,kalo main gem jangan pake pulsa pake data
Ibnu Parit,1,2025-09-29 20:21:53,apasih game nya burik udah update malah mangkin rusak ni game
Parmin Parmin sah,5,2025-09-29 19:44:24,lebi bagus si
Ganz Tzy,5,2025-09-29 19:38:19,Ngok
Arya Arya,3,2025-09-29 19:10:00,aing. bewan musuh na te paeh paeh
AG3NG PANGESTU,5,2025-09-29 19:08:49,gg masih burik
Mhd Aji,5,2025-09-29 18:40:28,free fire proxy server
Iyan Jack,5,2025-09-29 18:28:44,terbaik mennn 👍👍🔴
Slow Bg do,5,2025-09-29 18:23:17,sayang ff
Mikhael Bani,5,2025-09-29 18:19:50,sangat baik
Aidil Putra,5,2025-09-29 18:00:10,bagus apalagi kalo fitur ban nya diperbaiki ke yang cheat saja
Yandres Ruimassa,5,2025-09-29 17:53:17,sagat bagus games ini
Fuji Anas Tasya,5,2025-09-29 17:37:18,favorit bangettt
Sry Lup Lup,1,2025-09-29 17:34:42,burik
Saidah Zha,5,2025-09-29 17:34:23,🥰🥰🥰
Kelvin 25,5,2025-09-29 17:15:36,saya pengen dm
Koler Aja,5,2025-09-29 17:06:16,mantappp dan makin seruhh
Khamed Med,4,2025-09-29 16:40:57,sangat suka
Hasbi,5,2025-09-29 16:19:24,sangat bagus
Miswanto,4,2025-09-29 16:10:46,𝑚𝑎𝑛𝑡𝑎𝑝
Jdjd Jdj,5,2025-09-29 15:48:36,bagus dong
Arip Arip,1,2025-09-29 15:37:39,we need old peak
Tommy Aditiya,1,2025-09-29 15:37:24,akun gua baju 723hilang Garena gimana gua pensi
Dilan Saja,5,2025-09-29 15:37:07,sangat menarik dan asik
AIDIL OPET,1,2025-09-29 15:24:16,ga main ff tapi kena reset HP ku aku donwload ff gua mau bin akun ku lalu kok gak bisa ga bin cok
Namira Sahida,4,2025-09-29 15:20:06,setiap main ff lag2 patah2 gtu dia padahal jaringan aman penyimpanan hp aman tp patah2 . tolong diperbaiki biar makin semangat mainnya🥰🥶🥶
Sri Rahayu,3,2025-09-29 15:09:18,ok
Adelina Bawiling,5,2025-09-29 15:08:01,seru bgt🤩🤩🤩
Selpi Selpi yani,5,2025-09-29 15:06:50,Selfi
Rofikoh trihapsari123,5,2025-09-29 15:01:35,bagussssssssssss bngttttt
Tri Suci,5,2025-09-29 14:56:37,🥰🥰🥰😊🐣
Farhan anak hebat Farhan anak hebat,2,2025-09-29 14:52:40,game bagus cuma kalo bisa habis update/seasonan musuhnya jangan terlalu susah ya Garena aku kalah terus banyak yang pake panel tolong Garena ya kalo enggak rank ku makin turun🙏🙏🙏
Naufal,5,2025-09-29 14:32:33,GEM nga bagus
Muhammad Ilham,2,2025-09-29 14:32:29,"ini bug ngelagnya mau sampai kapan ada terus?, saya main tidak bisa inii"
komang adi ane,5,2025-09-29 14:23:14,mantap
ian Gustian,1,2025-09-29 14:19:55,gem ga guna jaringan bagus tapi pas main di br malah 999.ini gem gak guna APUS aja ini gem jijik gua liat ya
Azza Yuhu,5,2025-09-29 14:14:27,Min kok setelah updet ini kok ga bisa di mainin kenapa ini Min bang kulgar ga bisa di mainin
TOP 1 YIN,5,2025-09-29 14:10:19,keren
Yheni Anakay,5,2025-09-29 14:10:04,bagus
Ihya Robby,5,2025-09-29 14:10:04,lebih seru
Devia Ananda,2,2025-09-29 14:09:36,sangat bagus sekali
Atha safari Adji,5,2025-09-29 14:04:21,sangat bagus
dimas DIMASS,2,2025-09-29 13:59:27,bg Garena knp akun ku di bl padahal main ku murni
M. Sakti Rauddahfahrullah,1,2025-09-29 13:56:28,"game hama, masih ada bug, musuh masih ada pake cheat, musuh tiba tiba tembus gloowal sama tembok, plisss deh perbaikan aja dulu itu capek sya maen nya ya 🙏🙏"
Ahnaf Hisyam,5,2025-09-29 13:51:26,bagus
Ragil AinulyaQin,5,2025-09-29 13:49:36,garena saya ingin dm 5000 dan koin 6000
Mulyawan Mulyawanmulyawan231,5,2025-09-29 13:47:26,baik
Aisyah Mecca,5,2025-09-29 13:40:38,ff max sangat bagus
sandy livi,1,2025-09-29 13:39:38,gema ini memang seru tapi kenapa panutan ku gk bisa main bagaimana lah garena masa bang budi harus pensi lagi kocak kali kaw garena
Super Happy,5,2025-09-29 13:36:12,open
Naura Aisyah,5,2025-09-29 13:35:47,bagus
Emma Rahmawati,5,2025-09-29 13:35:37,bagus banget bintang 5
Augustivo Mokoagouw,5,2025-09-29 13:32:57,game ini seru banget
Infinix Hot,5,2025-09-29 13:32:20,permainan yang sangat seru🔥😆
Sherly rahma,5,2025-09-29 13:29:54,semoga aku jadi elite cees
Wuuu Lan,1,2025-09-29 13:25:07,citer banyak perogram ga tokxik ga boeh on mic padahal temen yang toksxik citer ga di ben
Fattahrizq Ramadhan,5,2025-09-29 13:24:27,permainan yang seru membuat kita selalu ingin bermain freefire
Ningsih Nursiatun,5,2025-09-29 13:24:11,mantap
Ihsan nahar Ihsan,5,2025-09-29 13:22:44,Epp burik ahhhh tapi tetap burik
ikhsan ramdhani rasjid,5,2025-09-29 13:21:01,gak nglag game nya
ajmiel ruhiyat,5,2025-09-29 13:20:04,𝐞𝐧𝐚𝐤 𝐬𝐞𝐫𝐮 𝐛𝐚𝐧𝐠𝐞𝐭
Abid,5,2025-09-29 13:11:47,jarang main
Defanan karo sekali,1,2025-09-29 13:10:32,game burik makin lama makin ngbug sistem nya banyak orang chiter tapi ga di respon
Pak Edi,5,2025-09-29 13:06:14,5 Bintang🔥🔥🔥
Uwin Saja,4,2025-09-29 13:04:16,ff adalah permainan terbaik
Kang Bacot,1,2025-09-29 13:03:05,mau DM gratis
Bayu Oca,1,2025-09-29 12:59:59,game burik pas gua maen kok malah ngelag sendiri udah gak bisa on mic lagi
Evan Nopri,1,2025-09-29 12:57:45,"tolong perbaiki masalah sinyal nge-lag mi ini sangat mengganggu padahal kalo main game lain itu sinyalnya baik-baik aja, tapi pas main ff sinyalnya langsung ngeleh tolong perbaiki garena."
Samsung Batam,5,2025-09-29 12:55:39,game ini seru saya suka dan setiap saya masuk server tidak ada hacker dan bug👍
Alu Baim,5,2025-09-29 12:53:36,bagus sekali.
Siti Nurjanah,1,2025-09-29 12:52:10,Weyjrl13! 5 Do
Siti Anisa,5,2025-09-29 12:48:18,ya saya main ff dari 2021 sampai sekarang 2025 saya masih main
Muhammad Rizal,5,2025-09-29 12:44:00,game nya sangat bagus
Muhamad Sultan,1,2025-09-29 12:43:38,game buriq gak jelas akun gw gak di pakein cheat ke bl kocak😹 padahal gw cuma ketemu citer pas beywan malah akun gw yang di bl kocak kocak😹
Firda Hasanah,5,2025-09-29 12:40:23,gacor
ilham pratama,5,2025-09-29 12:36:14,mantap
Hafiza Fiza,1,2025-09-29 12:32:47,buejes puicek celeng
Holili Munifah,1,2025-09-29 12:32:22,GEM NI NAPA LAH KOK SERING ERROR PADAHAL JARINGAN GUA ENAK MAIN DI GEM SEBELAH TAPI SAAT MAIN FREE FIRE TIBA JARINGANNYA JADI MERAH TOLONG LAH GARENA SAYA MAU MAIN DENGAN TENANG DAN NYAMAN DAN BAHAGIA (TAPI KALO BAG NGELEK NYA DI FIKS) DAN JUGA YANG PAKE FEK LAG tolong di ban dah
Lingga Firnata,5,2025-09-29 12:31:19,Karena geam ini sangat seru pacak Mabar dan juga bisa cari pacar
KHAIRRUL ARIFIN 1111,1,2025-09-29 12:30:33,game anjeng tolol gua udah ngekil 5 malah mines game anjeng nggak usahlah game burik nggak ada pintu nggak usah di downlod
Pakde Boyboy,3,2025-09-29 12:30:25,"Selama ini,, baik baik saya, namun tolonglah jangan terlalu sering untuk menyuruh untuk meng uptade ,,karena banyak menguras cover kita ,dan akun lama dapat hilang, jika terlalu sering untuk meng uptade ny"
Mhd Ali,5,2025-09-29 12:29:37,ini bagus aku suka
bumi nata,1,2025-09-29 12:26:42,"lama' stres game, onmic kaga bisa ""suara gagal menyambung server, menyambung kembali"" udh sebulan lebih kaya begitu gajelas"
Riki Riki,1,2025-09-29 12:25:18,gw mau pensi epep karna akun gw kena BL dan untuk garena jangan nge BL akun orang sesuka hati gw kaga ngapa ngapain tiba² di BL apalah izin pamit ke ML
Gema Gum,5,2025-09-29 12:22:32,collab bareng karakter troublemaker dong🗿
Irvan raga,5,2025-09-29 12:20:54,seru tapi diperbaiki lagi lah
Dudung Sanusi,3,2025-09-29 12:20:17,bagus
Imelda,4,2025-09-29 12:17:44,"ff jangan sering "" update ya soal nya memori aku nya abis"
Dimas Daviansyah,1,2025-09-29 12:07:45,Game burik
Rinrin Anggraeni,5,2025-09-29 12:06:11,game ini seru dan bisa ngerifef tim kita jadi kita tinggal cari coin
Redi Redi,5,2025-09-29 12:03:36,FF SANGAT BAIK
Samuel Samderubun,5,2025-09-29 12:02:55,💯
Dip Ta,5,2025-09-29 12:00:20,min tolong perbaiki bug sinyal bagus tapi gak bisa lootting tolong di perbaiki min
Komang Trisna Widyantari,5,2025-09-29 11:50:36,asik banget main nya
al gaza,5,2025-09-29 11:45:46,game terseru
Kadek Lia,5,2025-09-29 11:44:31,game yang sangat bagus
kwkw Wkwk,2,2025-09-29 11:42:17,saya tau game bukan untuk selamanya tapi dengan mudahnya garena mengambil akun saya jadi mohon maaf saya memberikan sedikit ulasan untuk pemain berikutnya tetapi ini game seru cuma harus sedikit diperbaiki
Arya Prasetio,4,2025-09-29 11:37:55,good
Aska Askandy,5,2025-09-29 11:25:32,game ini memang bagus cmn mohon di perbaiki jangan ksih musuh yg susah padahal saya msh gold 2 tpi musuh nya susah susah
siskaaulia 18,5,2025-09-29 11:22:48,YAREUUU SERUUU
adzhar fathir,5,2025-09-29 11:22:20,bagusss tapi pakek jaringan
St.Salsabila Dinda,5,2025-09-29 11:17:18,intinya seru!
Dasimin,5,2025-09-29 11:16:46,bagus
Curut ananana,1,2025-09-29 11:16:19,game gak jelas banyak bug gua udh 1 harian suara game ni hilang
Ananda Ilham,5,2025-09-29 11:15:21,tolong ya developer itu animasi spesial airdrop itu gak guna banget aseli
Hansen,1,2025-09-29 11:14:25,pas saya main lone wolf headshot saya udah headshot tapi gak mati diperbaiki ya
Sri Tutik,5,2025-09-29 11:13:50,game nya saya suka tapi di hilangkan chiter
Khusnul Khotimah,5,2025-09-29 11:09:39,game ini sangatlah seru tetapi aku ingin 1000 diamond boleh ga
Adam Yoga,1,2025-09-29 11:01:13,GAME APA NI AJG?!! DAMAGE 750 GA MATI!!!
Alvaro mullet,5,2025-09-29 10:53:14,game burik tapi saya suka saya sering marah marah karna kalah main game
Khusus Freefire,5,2025-09-29 10:50:36,nya kitu weu teu alus teuing dm gratis atuh
Farida F,5,2025-09-29 10:49:37,FF adalah permainan yang terbaik Q
Hafish Hafuza,5,2025-09-29 10:45:06,game ini sngat seru
Piter Sermatan,1,2025-09-29 10:44:08,game kontil game buruk masa akun saya di ban tanpa melakukan kesalahan apapun. cheat dan skrip ilegal tidak saya gunakan tapi kenapa akun saya harus di ban
khoirul azm,4,2025-09-29 10:43:21,gamenya seru dan bagus tetapi malesnya kalo ketemu tim beban🗿
Ditz・cs,4,2025-09-29 10:32:49,baguss sii bagusss tapiii sering bug dan sering ngelag apalagi bug mic tuh gajee bangett sering marah² klo toosond🗿
Albi Ardian,5,2025-09-29 10:30:56,bagus mantap
Sandy Sanzx,5,2025-09-29 10:27:27,bagus🫵🏻👍🏻
dwiki darmawan,1,2025-09-29 10:26:32,ingin main
Towi Jaya,5,2025-09-29 10:25:58,kasih dm min
Fajar Adinata,5,2025-09-29 10:25:07,bagus
Andika Saputra,2,2025-09-29 10:24:26,terlalu banyak mb nya
Iin Inayah,5,2025-09-29 10:22:52,fifa. fire. max. x. N. beri. rating. aplikasi. ini
Umbu Parowa,5,2025-09-29 10:15:59,aplikasi nya mantap👍👍
Fatih Ahmat,5,2025-09-29 10:14:41,game ini sangat bagus
27_ Raka Aditya saputra,5,2025-09-29 10:13:16,saya sudah cukup lama main free fire max ini menurut aku lumayan bagus terus sekarang updatenya Naruto lagi itu yang paling saya suka 😉👍☺️
Arham Fauzi,2,2025-09-29 10:08:23,kok Gmail udah bisa main lama-lama jadi ngelag jadinya kalau yang kalau membutuhkan sumber daya kok nggak bisa dipencet malah ditunggu ditunggu lagi malah rusak tunggu dipencet nggak bisa
Hendri Surliana,5,2025-09-29 10:05:13,gem ini sangat menyenangkan
farisabdul13,5,2025-09-29 09:51:48,semangat kelly
Ade saputra Ade saputra,5,2025-09-29 09:49:09,suka
grace Nabunome,1,2025-09-29 09:45:57,"najis, gw lagi push rank malah reconnect kan on ol, yang ada honor score gw yang turun on ol"
Muhammad Abriansyah,5,2025-09-29 09:44:27,mantap
Bima abdi Ramadhan,1,2025-09-29 09:43:21,game gajelas main murni malah kena bl
Teguh Hans28,2,2025-09-29 09:40:36,"tolong bagusin sinyal nya,terlalu ngelaq,padahal jaringan gua bagus-bagus aja,gua kasih bintang2."
Lusiana nurani,4,2025-09-29 09:36:09,ini sangat seru tapi aku tidak boleh top up
Riki Neta,5,2025-09-29 09:31:36,frifayer yang terbaik dan yang terkeren di dunia
Susi Lawati,5,2025-09-29 09:30:32,bocil game harus coba game ini seru banget
Syandana,3,2025-09-29 09:28:47,"game bagus tapi banyak dark sistem. setiap saya repot,saya -1 honor score"
Sarinah Inah,5,2025-09-29 09:28:45,mainan ini sangat seru dan menyenagkan
Ade Rizky,4,2025-09-29 09:27:06,Itachi kok pake pistol😹😹
Novita Sari,5,2025-09-29 09:25:29,mantap
Bintang 13,5,2025-09-29 09:24:41,"game yang sangat bagus, tapi mohon, event gratisan nya yang banyak ya"
Jean Nussy,5,2025-09-29 09:24:16,seruu tak terduga. namun masih berap peak old kembali lagi dengan tema rumah bolong
Fstron Fstron,5,2025-09-29 09:24:11,bagus game ya sangat di rekomendasikan untuk yang suka game perang tapi bagi atuh DM min
Bilqis Bilqis,5,2025-09-29 09:20:25,gamenya sangat seru
Kalvin Riandi,5,2025-09-29 09:14:23,bagus meski banyak betul data yang harus di unduh biyar bisa liat semua sekinnya di dalam gem
Adelya Rdz,5,2025-09-29 09:13:46,seru
Naufal Alfio,5,2025-09-29 09:06:31,seru
Andre motor Daffa,1,2025-09-29 09:04:32,game burik 8 bit 🤣 pas main kok keluar sendiri salah Garena nya jaringan dah bagus malah nyalahin aku emang 8 bit 🤣 gausah download game ini guys burik
Coen Pesirahu,5,2025-09-29 09:00:37,bagus banget
Mujahid Yusuf,5,2025-09-29 08:58:46,sangat bagus gamenya
efraldo 1994,1,2025-09-29 08:56:15,"toko prime eventnya gk jelas2, banyak bug jga ni game sama chitter"
Yan Louw,5,2025-09-29 08:52:44,Yan syg eta
Bacot,5,2025-09-29 08:50:15,mantappp
Gibran Imran,1,2025-09-29 08:47:37,game rusak admin baperan
Ahdan fahresa27,4,2025-09-29 08:43:54,mantap game nya ʘ‿ʘ
Rato Karlos,5,2025-09-29 08:40:53,mantap
kakay Putri Restiani,5,2025-09-29 08:38:40,madev
Ilman Khaliqi,1,2025-09-29 08:36:55,"banyak bug, bug on. mik masih ga bisa cuma gara² kartu Smartfren, bug damage dari dulu sampe sekarang masih aja ada ga di hapus², perbaiki lahhh, lama2 kalo kaya gini terus banyak yg pensi lohhh anjirrr"
Hafizd Rifqi,5,2025-09-29 08:34:51,Game seru
Eliaapriyanus Kartheowijoyo,5,2025-09-29 08:30:18,sangat bagus dan keren
Asrul 610,5,2025-09-29 08:27:34,game kontrol
Idris Ramdani211,5,2025-09-29 08:25:29,sangat seru
Nuar Ahmat Hidayat Idayat,5,2025-09-29 08:20:12,.dncokkkk asuuu
Ita Ita,5,2025-09-29 08:16:34,JUAN 081 135. 831. 116
Wira Adi,4,2025-09-29 08:04:47,GM PLEASE TOLONG DIBANTU FF SAYA AD TULISAN GAGAL meng ekspor corrupt file itu apa masalahnya min🙂 tolong min penyimpanan oke oke ja data oke oke aj tolong mind kalok udh di perbaiki kukasih bintang 5😭
Abu Tausi,5,2025-09-29 08:01:27,sayamintak deem namaakun naurenasara gakpakai jarak hurup kecil semua
nur ril,3,2025-09-29 07:56:57,ya cukup bagus si tapi kalok dimainkan leg padahal sinyal nya bagus loh tolong di perbaiki sekian terima gaji jadi gw kasih bintang 3
